url,ID,nickname,comment,like,time
https://weibo.cn/comment/hot/IBmAUhGWy?rl=2,fwx64318169,方余白_XIN,团结抗疫才是唯一出路！拒绝“甩锅”！,742,2020-04-01 23:53:25
https://weibo.cn/comment/hot/IBmAUhGWy?rl=2,5225152297,躲进浪漫,团结抗疫,418,2020-04-01 23:53:27
https://weibo.cn/comment/hot/IBmAUhGWy?rl=2,5994597699,小橘不動人林間無爛漫,不容歪曲,223,2020-04-01 23:53:27
https://weibo.cn/comment/hot/IBmAUhGWy?rl=2,5945791301,你的肉看起来好好吃,中国明天会更好！,130,2020-04-01 23:53:02
https://weibo.cn/comment/hot/IBmAUhGWy?rl=2,1450764322,江子鸭,特朗普天天怼我们，其实就是想引导他们的人民来整天骂我们而忘记他自己犯的错而已，这样大家都夸他英明，支持率越来越高。,141,2020-04-01 23:54:35
https://weibo.cn/comment/hot/IBmAUhGWy?rl=2,5828805936,绿城76人,病毒是我们全人类共同的敌人，当务之急团结抗疫才是唯一出路。,83,2020-04-02 00:03:11
https://weibo.cn/comment/hot/IBmAUhGWy?rl=2,6615522395,雪泊奕江,身正不怕影子斜,62,2020-04-01 23:53:28
https://weibo.cn/comment/hot/IBmAUhGWy?rl=2,1547311023,一枚有态度de青年,图片上的符号我感觉我看懂了,51,2020-04-01 23:55:24
https://weibo.cn/comment/hot/IBmAUhGWy?rl=2,209096928,Yolanda_燕,武汉做出的牺牲有目共睹 强大的祖国,44,2020-04-01 23:55:43
https://weibo.cn/comment/hot/IBmAUhGWy?rl=2,5674735727,废柴的唐,君子坦荡荡，小人长戚戚,26,2020-04-01 23:57:05
https://weibo.cn/comment/hot/IBlUWt0aV?rl=2,3818116844,柳叶刀你愉快地飘,只希望他渐冻人的症状到晚期的时候，所有的人都能记得他的好，尽量对他好一点。,648,2020-04-01 22:14:25
https://weibo.cn/comment/hot/IBlUWt0aV?rl=2,7384787247,今天没打球-,英雄致敬,218,2020-04-01 22:09:42
https://weibo.cn/comment/hot/IBlUWt0aV?rl=2,6115507541,仔是兔崽的仔,国家的英雄,162,2020-04-01 22:10:20
https://weibo.cn/comment/hot/IBlUWt0aV?rl=2,6889936904,鲁人挖井,他是我们这个时代的英雄！,130,2020-04-01 22:15:15
https://weibo.cn/comment/hot/IBlUWt0aV?rl=2,2646193931,·橙子·orange,辛苦了,71,2020-04-01 22:10:43
https://weibo.cn/comment/hot/IBlUWt0aV?rl=2,5942005808,我听你的才怪,辛苦了,42,2020-04-01 22:09:56
https://weibo.cn/comment/hot/IBlUWt0aV?rl=2,3749336210,新疆小巴跟我走,感人至深,43,2020-04-01 22:09:50
https://weibo.cn/comment/hot/IBlUWt0aV?rl=2,6542781518,是七陌吖,中国加油,19,2020-04-01 22:10:03
https://weibo.cn/comment/hot/IBlUWt0aV?rl=2,5145803207,LZaichiLZ,可爱的人辛苦了,21,2020-04-01 22:10:20
https://weibo.cn/comment/hot/IBlUWt0aV?rl=2,7173934010,外贸大队长,辛苦了！,10,2020-04-01 22:10:15
https://weibo.cn/comment/hot/IBk4A8ewq?rl=2,5487988948,夏目馆长,不要脸乘100,1559,2020-04-01 17:28:08
https://weibo.cn/comment/hot/IBk4A8ewq?rl=2,7088263321,全是甜份,你们还有人性么？人家美国有难，你们不帮忙不说，还落井下石。哼我都准备了500亿，要不是最近居委会抓的严，不让路边随便烧纸，否则我早都把钱捐给美国了,1028,2020-04-01 17:28:33
