url,ID,nickname,comment,like,time
https://weibo.cn/comment/hot/IBjvhbtrb?rl=2,6188830473,她入他城丿黄泉,没开学的举手,8,2020-04-01 16:01:03
https://weibo.cn/comment/hot/IBjvhbtrb?rl=2,2795940842,一个颜究所,春天来了，一切都会好起来的🙏,8,2020-04-01 16:02:30
https://weibo.cn/comment/hot/IBjvhbtrb?rl=2,6323010019,小五的故事199305,加油噢,1,2020-04-01 17:31:45
https://weibo.cn/comment/hot/IBjvhbtrb?rl=2,7283303103,Zii切块布丁,我好想去武汉吃热干面,1,2020-04-01 16:39:05
https://weibo.cn/comment/hot/IBjvhbtrb?rl=2,1412894157,晕了晕了锦鲤附体,8号解封坐火车，除了身份证和绿码，还需要准备点什么吗？,3,2020-04-01 16:27:15
https://weibo.cn/comment/hot/IBjvhbtrb?rl=2,5717981248,凯MrsL,美国失业人数增加，中国就业人数增加,2,2020-04-01 16:14:58
https://weibo.cn/comment/hot/IBjvhbtrb?rl=2,6585951825,·遗落狂欢,都会好起来的,1,2020-04-01 16:05:37
https://weibo.cn/comment/hot/IBjvhbtrb?rl=2,2940448785,一帆疯顺儿,加油！,0,2020-04-02 14:02:55
https://weibo.cn/comment/hot/IBjvhbtrb?rl=2,3899557876,帮我注册个微博,能不读稿吗？照本宣科这个我也会,1,2020-04-01 16:21:35
https://weibo.cn/comment/hot/IBj71FMVv?rl=2,3839217495,星河碎集,中国加油，一切都会好起来的[加油],14,2020-04-01 15:03:13
https://weibo.cn/comment/hot/IBj71FMVv?rl=2,6188830473,她入他城丿黄泉,加油，中国,6,2020-04-01 15:04:10
https://weibo.cn/comment/hot/IBj71FMVv?rl=2,6659796221,圆圆爱夭夭,我来了，我来了！希望快点过去吧疫情！刚刚看到武汉有了，好难过,4,2020-04-01 15:03:56
https://weibo.cn/comment/hot/IBj71FMVv?rl=2,6245401058,搂蛋lyk,中国加油,3,2020-04-01 15:02:47
https://weibo.cn/comment/hot/IBj71FMVv?rl=2,3722336000,大头宝宝胜利啊,加油,3,2020-04-01 15:02:31
https://weibo.cn/comment/hot/IBj71FMVv?rl=2,6222458077,小武patrick,中国🇨🇳加油！,2,2020-04-01 15:01:29
https://weibo.cn/comment/hot/IBj71FMVv?rl=2,5607898659,雷雨转阳光,加油[加油],1,2020-04-01 16:01:20
https://weibo.cn/comment/hot/IBj71FMVv?rl=2,6352356180,袁媛的袁,中国🇨🇳加油,1,2020-04-01 15:15:37
