url,ID,nickname,comment,like,time
https://weibo.cn/comment/hot/J95l6iPfv?rl=2,6484413745,91號心動女嘉賓,江疏影与两位医护人员带来的《不要告诉我的妈妈》，用温柔且有力量的声音共颂生命之歌。和优秀的青年演员@江疏影 一起向伟大的医护人员致敬，敬畏生命，共同见证美好中国,100,2020-06-30 23:14:27
https://weibo.cn/comment/hot/J95l6iPfv?rl=2,6404396617,木老板的鲨又鸟场,和江疏影一起为所有医护人员致敬！珍惜所有,92,2020-06-30 23:14:39
https://weibo.cn/comment/hot/J95l6iPfv?rl=2,ouaijiena,张鱼小丸子嘻,和江疏影@江疏影 一起向白衣天使致敬,87,2020-06-30 23:14:23
https://weibo.cn/comment/hot/J95l6iPfv?rl=2,7306979260,不是小孩也想吃糖,和江疏影一起向白衣天使致敬,87,2020-06-30 23:14:02
https://weibo.cn/comment/hot/J95l6iPfv?rl=2,5250037770,星河颂歌·,和江疏影一起向白衣天使致敬,82,2020-06-30 23:15:17
https://weibo.cn/comment/hot/J95l6iPfv?rl=2,339206066,奧利奧熙_英倫,和江疏影一起向医护人员致敬！！！,79,2020-06-30 23:15:03
https://weibo.cn/comment/hot/J95l6iPfv?rl=2,xinyu200062,酒酿草莓汤圆,和江疏影一起向白衣天使致敬,76,2020-06-30 23:14:59
https://weibo.cn/comment/hot/J95l6iPfv?rl=2,3954694013,普罗旺斯的YueD,和@江疏影 一起向英雄们致敬,69,2020-06-30 23:14:45
https://weibo.cn/comment/hot/J95l6iPfv?rl=2,1719778837,小确幸Cindy,和江疏影一起致敬白衣天使,66,2020-06-30 23:14:29
https://weibo.cn/comment/hot/J95l6iPfv?rl=2,1819013041,盛装出席你的将来,和江疏影一起致敬白衣天使,63,2020-06-30 23:15:58
https://weibo.cn/comment/hot/J8Vr1zbRa?rl=2,5592945403,老-爸,蓬佩奥，这🐶子乱叫，堂堂大国的国务卿，竟然满嘴跑火车,24,2020-06-29 22:02:04
https://weibo.cn/comment/hot/J8Vr1zbRa?rl=2,5214138302,那就摘颗星星吧,快得新冠毒死他了,13,2020-06-29 22:04:21
https://weibo.cn/comment/hot/J8Vr1zbRa?rl=2,5679389503,衣柜整理小超人,顶替大学事件说说吧,27,2020-06-29 22:08:11
https://weibo.cn/comment/hot/J8Vr1zbRa?rl=2,cillywater,水丽净水器,哈哈，一本正经地骂街，漂亮,14,2020-06-29 22:10:45
https://weibo.cn/comment/hot/J8Vr1zbRa?rl=2,1833201881,sxz再不刷足球,不知道美国人让谁上不了大学了天天上新闻联播被骂,20,2020-06-29 23:02:31
https://weibo.cn/comment/hot/J8Vr1zbRa?rl=2,2127144420,一路诗来,通缉他啊,6,2020-06-29 22:06:42
https://weibo.cn/comment/hot/J8Vr1zbRa?rl=2,1874086335,四爷巴扎黑,那么问题来了，前段时间去夏威夷干嘛呢，商量接着对骂？,14,2020-06-30 02:06:45
https://weibo.cn/comment/hot/J8saWrMBu?rl=2,5372336105,昕河长明·,辛苦了🙏,18,2020-06-26 19:31:22
https://weibo.cn/comment/hot/J8saWrMBu?rl=2,guoyushan,晴天妈妈_亲子咨询师,辛苦了，和病毒赛跑的英雄们,12,2020-06-26 19:35:08
https://weibo.cn/comment/hot/J8saWrMBu?rl=2,6602186490,夏沫的然彩,辛苦啦～致敬医护人员,8,2020-06-26 19:35:47
https://weibo.cn/comment/hot/J8saWrMBu?rl=2,1268751735,元薰超口爱,我就想问，如果检测的时候没有感染。查完就被别人传染了，那这个时候，怎么办？,6,2020-06-26 19:43:43
https://weibo.cn/comment/hot/J8saWrMBu?rl=2,1855725204,星星的眼睛simle,辛苦了、也一定要保护好自己！,6,2020-06-26 19:32:24
https://weibo.cn/comment/hot/J8saWrMBu?rl=2,2204821171,字不醉人人字醉,辛苦了,2,2020-06-26 19:40:49
https://weibo.cn/comment/hot/J8saWrMBu?rl=2,suyuqing,Su伊娃,一般针对有接触史和被怀疑感染的进行检测，有这么多人被怀疑么,5,2020-06-27 07:13:05
https://weibo.cn/comment/hot/J8saWrMBu?rl=2,2012114304,战的路路,辛苦了，谢谢医护人员,4,2020-06-26 20:11:40
https://weibo.cn/comment/hot/J8saWrMBu?rl=2,5311647790,白-阿古达木,在前线的战士们辛苦了,1,2020-06-27 07:38:20
https://weibo.cn/comment/hot/J8saWrMBu?rl=2,5531499718,沈容悉,辛苦啦,1,2020-06-26 19:44:11
https://weibo.cn/comment/hot/J7Q2heOXf?rl=2,bzxkp,鼻整形科普,看看,1,2020-06-22 18:46:54
https://weibo.cn/comment/hot/J7Q2heOXf?rl=2,6934248399,Temptation69,为主持人蒋老师，一定要看！,1,2020-06-23 03:16:21
https://weibo.cn/comment/hot/J7Q2heOXf?rl=2,1583002614,Qianyi_X,在哪里看啊,0,2020-06-23 00:24:58
https://weibo.cn/comment/hot/J7Q2heOXf?rl=2,5525858352,yu滴ai家庭,赞,0,2020-06-22 19:16:22
https://weibo.cn/comment/hot/J7Q2heOXf?rl=2,6737517477,桐熠浪漫,科技抗疫,0,2020-06-22 18:34:50
https://weibo.cn/comment/hot/J7Q2heOXf?rl=2,7211693122,少女与星辰啊,👍 👍,0,2020-06-22 22:17:39
https://weibo.cn/comment/hot/J7Q2heOXf?rl=2,6360552665,玲珑相思199501,赞赞赞👍,0,2020-06-22 20:15:58
https://weibo.cn/comment/hot/J7Q2heOXf?rl=2,1903985767,祥康驿站,5G助力，要风得风，要雨有雨。,0,2020-06-22 18:33:18
https://weibo.cn/comment/hot/J7Q2heOXf?rl=2,2233465785,雅歌音乐学苑,科技抗疫情 赞赞,0,2020-06-22 18:27:16
https://weibo.cn/comment/hot/J7NTuaWJs?rl=2,5679508036,iBingo,支持车主起诉造谣媒体！！,274,2020-06-22 12:58:14
https://weibo.cn/comment/hot/J7NTuaWJs?rl=2,318037333,阿鑫,这谣言怎么传出来的，消费全国人民的感情，真的无语了。。。为了流量底线都没有了,251,2020-06-22 12:58:01
https://weibo.cn/comment/hot/J7NTuaWJs?rl=2,mrgee,逸翠之正,车主：我就被去世了？？,123,2020-06-22 12:58:14
https://weibo.cn/comment/hot/J7NTuaWJs?rl=2,6749593433,·-_-·,现在新闻都要隔一段时间看吗,76,2020-06-22 12:58:19
https://weibo.cn/comment/hot/J7NTuaWJs?rl=2,3199655003,九灬菇凉,这事昨天挂了好久热搜，造谣的人太可恨了！,42,2020-06-22 12:59:12
https://weibo.cn/comment/hot/J7NTuaWJs?rl=2,3097156514,一口一个顾一野,？？？这尼玛的又来？？？微博这破平台什么时候能不造谣,41,2020-06-22 12:59:22
https://weibo.cn/comment/hot/J7NTuaWJs?rl=2,5861445411,永远的齐鲁泰山,现在这些自媒体为了流量炒作真是没底线了,18,2020-06-22 12:58:49
https://weibo.cn/comment/hot/J7NTuaWJs?rl=2,7361866461,帅哥的宝贝老婆,就不能严肃处理一下相关媒体人，如果一次是马虎意外那一次又一次挑战底线是什么意思，现在媒体人的报道真实性都遭到严重质疑，请问就没有解决的办法吗？就不能处理到有关个人和单位吗？如果一直这样下去谁能为真正的媒体人的丧失公信力负责,16,2020-06-22 13:04:14
