url,ID,nickname,comment,like,time
https://weibo.cn/comment/hot/J9joE1u2v?rl=2,5934229185,玉林反邪,#国际疫情动态# 【中国代表：#安理会通过新冠疫情决议是多边主义的胜利#】,1,2020-07-02 11:45:18
https://weibo.cn/comment/hot/J9joE1u2v?rl=2,5512391109,清颦伊人,中国有大国担当,1,2020-07-02 11:07:33
https://weibo.cn/comment/hot/J9joE1u2v?rl=2,zhenfei2012,达生忽忆,大统领：我要退出联合国。,1,2020-07-02 11:07:17
https://weibo.cn/comment/hot/J9ciraGBZ?rl=2,1046233203,许佳琪老子连命都是你的,相信专家，相信国家，配合检测，疫情你快消失吧。,2,2020-07-01 16:57:18
https://weibo.cn/comment/hot/J9cijfHUg?rl=2,1046233203,许佳琪老子连命都是你的,期待越来越多的好消息吧，也期待早日战胜疫情。,0,2020-07-01 16:56:22
https://weibo.cn/comment/hot/J94FOrIaf?rl=2,6477354229,淘金蜂6477354229,保佑平安,0,2020-06-30 21:32:27
https://weibo.cn/comment/hot/J94FOrIaf?rl=2,zou16,邹Lee垚垚哥,#李垚君每日新闻#,0,2020-06-30 21:32:07
https://weibo.cn/comment/hot/J94Dk8qNY?rl=2,919952777,学叔,这是好消息,67,2020-06-30 21:25:38
https://weibo.cn/comment/hot/J94Dk8qNY?rl=2,7327862170,11点后请喊我去睡觉,不点外卖就完事,59,2020-06-30 21:26:06
https://weibo.cn/comment/hot/J94Dk8qNY?rl=2,7313721543,YiNuo草莓,希望疫情能早点结束，相信我们一定能战胜疫情，加油,0,2020-06-30 23:01:51
https://weibo.cn/comment/hot/J94Dk8qNY?rl=2,5191961526,莫呀哈,外卖的安全还是需要有保障一点，毕竟有时候会需要点,0,2020-06-30 22:47:47
https://weibo.cn/comment/hot/J94Dk8qNY?rl=2,6354662518,欧尼YUYU,疫情防控无小事，一定要做好各项防控工作,0,2020-06-30 22:33:51
https://weibo.cn/comment/hot/J94Dk8qNY?rl=2,aiguilun,William是陈饱饱疙瘩,基本上每天都要吃外卖外卖配送人员的健康尤其重要,0,2020-06-30 22:33:42
https://weibo.cn/comment/hot/J94Dk8qNY?rl=2,7196060995,沐阳宠你,好消息继续期待，希望越来越好，加油,0,2020-06-30 22:59:33
https://weibo.cn/comment/hot/J94Dk8qNY?rl=2,7278291335,笑起来很好看love,外卖必须保证，大家的食品安全很重要！！！,0,2020-06-30 22:45:32
https://weibo.cn/comment/hot/J94Dk8qNY?rl=2,7312379365,我想好好爱这个世界呀,给更多人保障，大家吃饭也安心，❤ 好消息,0,2020-06-30 22:33:32
https://weibo.cn/comment/hot/J94Dk8qNY?rl=2,6966068637,最萌XIAOYAO,一定要加强外卖疫情防控，确保外卖送餐安全,0,2020-06-30 23:06:49
https://weibo.cn/comment/hot/J8TtzeO8k?rl=2,577481133,黄永耀,转发微博,0,2020-06-29 17:09:44
https://weibo.cn/comment/hot/J8TtzeO8k?rl=2,3306715901,侃仙儿_峰姐团,破1000万了,0,2020-06-29 17:01:52
